1,71E-05
1,9466666666666664E-05
1,57E-05
2,2400000000000002E-05
2,743333333333333E-05
3,8633333333333335E-05
3,9966666666666665E-05
4,5266666666666665E-05
5,8366666666666665E-05
6,573333333333334E-05
5,593333333333333E-05
6,286666666666667E-05
7,266666666666667E-05
9,493333333333333E-05
9,793333333333333E-05
0,0001056
0,0002505
0,0001499
0,0001836666666666667
0,0002045
0,0002041
0,00022413333333333332
0,00024256666666666666
0,0003374666666666666
0,0003874333333333333
0,000417
0,00039569999999999997
0,0004932
0,0006675
0,00043533333333333336
0,0004574333333333333
0,00037853333333333334
0,00033719999999999996
0,0003636333333333333
0,0005539333333333333
0,0004397333333333333
0,0005092
0,0004719666666666667
0,0006258333333333333
0,0005302333333333333
0,0005541
0,0006657999999999999
0,0006254333333333334
0,0007364333333333334
0,0006983666666666666
0,0007401999999999999
0,0008682333333333334
0,0008221666666666667
0,0008740666666666668
0,0011004333333333334
0,0010264666666666665
0,0010139
0,0010873
0,0012832666666666667
0,0012863333333333333
0,0012230999999999998
0,0014602
0,0013733333333333332
0,0014083666666666666
0,0014824333333333334
0,0034759000000000005
0,0016201666666666667
0,0018516333333333333
0,0017409333333333332
0,0018450666666666668
0,0021016666666666666
0,0019584333333333335
0,002283966666666667
0,002137833333333333
0,002316
0,0022961333333333333
0,0025153999999999997
0,0024677999999999996
0,0032183000000000003
0,0030716000000000003
0,0029778666666666668
0,002938966666666666
0,0030700333333333334
0,0036617333333333335
0,0035369000000000004
